date	time	subject	blockcode	trialcode	values.TaskNumber	response	latency	correct	values.Score	script.starttime	script.elapsedtime	values.ScoreS7	values.Word1	values.Word2	values.Word3	values.Word4	values.Word5	values.Word6	values.Word7	values.Word8	values.DigitSpanFwrd	values.DigitSpanBack	values.ScoreAbs	values.Contour	values.Numbers	values.Hands	values.corsiblockspanFwrd	values.corsiblockspanRev	values.problemnumber	values.subjectattempts	values.targetmoves	values.subjectmoves	expressions.excessmoves	values.movestring	expressions.targetachieved	values.problemscore	values.totalscoreTOL	expressions.firstmovetime	expressions.executiontime	expressions.solutiontime	values.t_choicestart	values.t_choiceend
011013	08:03:03	10019	Language	Language	0	French	82312	0	0	08:03:03	82465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
011013	08:03:03	10019	Session	Session	0	6mo	758	0	0	08:03:03	83291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
011013	08:03:03	10019	HandFr	HandFr	0	RightFr	1083	0	0	08:03:03	84438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
011013	08:03:03	10019	AudioCheckFr	WordsFr	0	0	0	0	0	08:03:03	866079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
011013	08:03:03	10019	CubeFr	CubeFr	1	1Cube	73549	0	0	08:03:03	940743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
011013	08:03:03	10019	pm.simpleFrRight	blank.simpleFr	2	0	1700	1	0	08:03:03	951926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
011013	08:03:03	10019	pm.simpleFrRight	pm.simpleFr	2	57	518	0	0	08:03:03	952472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
011013	08:03:03	10019	pm.simpleFrRight	blank.simpleFr	2	0	2000	1	0	08:03:03	954485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
011013	08:03:03	10019	pm.simpleFrRight	pm.simpleFr	2	57	294	0	0	08:03:03	954804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
011013	08:03:03	10019	pm.simpleFrRight	blank.simpleFr	2	0	2200	1	0	08:03:03	957017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
011013	08:03:03	10019	pm.simpleFrRight	pm.simpleFr	2	57	274	0	0	08:03:03	957310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
011013	08:03:03	10019	pm.simpleFrRight	blank.simpleFr	2	0	2500	1	0	08:03:03	959829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
011013	08:03:03	10019	pm.simpleFrRight	pm.simpleFr	2	57	294	0	0	08:03:03	960149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
011013	08:03:03	10019	pm.simpleFrRight	blank.simpleFr	2	0	1500	1	0	08:03:03	961668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
011013	08:03:03	10019	pm.simpleFrRight	pm.simpleFr	2	57	375	0	0	08:03:03	962068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
011013	08:03:03	10019	pm.simpleFrRight	blank.simpleFr	2	0	2300	1	0	08:03:03	964387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
011013	08:03:03	10019	pm.simpleFrRight	pm.simpleFr	2	57	280	0	0	08:03:03	964694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
011013	08:03:03	10019	pm.simpleFrRight	blank.simpleFr	2	0	1600	1	0	08:03:03	966306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
011013	08:03:03	10019	pm.simpleFrRight	pm.simpleFr	2	57	377	0	0	08:03:03	966706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
011013	08:03:03	10019	pm.simpleFrRight	blank.simpleFr	2	0	1800	1	0	08:03:03	968519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
011013	08:03:03	10019	pm.simpleFrRight	pm.simpleFr	2	57	292	0	0	08:03:03	968839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
011013	08:03:03	10019	pm.simpleFrRight	blank.simpleFr	2	0	1900	1	0	08:03:03	970758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
011013	08:03:03	10019	pm.simpleFrRight	pm.simpleFr	2	57	325	0	0	08:03:03	971105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
011013	08:03:03	10019	pm.simpleFrRight	blank.simpleFr	2	0	2100	1	0	08:03:03	973224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
