date	time	subject	blockcode	trialcode	values.TaskNumber	response	latency	correct	values.Score	script.starttime	script.elapsedtime	values.ScoreS7	values.Word1	values.Word2	values.Word3	values.Word4	values.Word5	values.Word6	values.Word7	values.Word8	values.DigitSpanFwrd	values.DigitSpanBack	values.ScoreAbs	values.Contour	values.Numbers	values.Hands	values.corsiblockspanFwrd	values.corsiblockspanRev	values.problemnumber	values.subjectattempts	values.targetmoves	values.subjectmoves	expressions.excessmoves	values.movestring	expressions.targetachieved	values.problemscore	values.totalscoreTOL	expressions.firstmovetime	expressions.executiontime	expressions.solutiontime	values.t_choicestart	values.t_choiceend
012513	08:06:30	10032	Language	Language	0	French	963	0	0	08:06:30	1087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
012513	08:06:30	10032	Session	Session	0	6mo	532	0	0	08:06:30	1700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
012513	08:06:30	10032	HandFr	HandFr	0	RightFr	390802	0	0	08:06:30	392569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
012513	08:06:30	10032	AudioCheckFr	WordsFr	0	0	0	0	0	08:06:30	1261657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
012513	08:06:30	10032	CubeFr	CubeFr	1	1Cube	35772	0	0	08:06:30	1299507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
012513	08:06:30	10032	pm.simpleFrRight	blank.simpleFr	2	0	2200	1	0	08:06:30	1317273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
012513	08:06:30	10032	pm.simpleFrRight	pm.simpleFr	2	57	636	0	0	08:06:30	1317926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
012513	08:06:30	10032	pm.simpleFrRight	blank.simpleFr	2	0	2500	1	0	08:06:30	1320445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
012513	08:06:30	10032	pm.simpleFrRight	pm.simpleFr	2	57	488	0	0	08:06:30	1320952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
012513	08:06:30	10032	pm.simpleFrRight	blank.simpleFr	2	0	1600	1	0	08:06:30	1322564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
012513	08:06:30	10032	pm.simpleFrRight	pm.simpleFr	2	57	641	0	0	08:06:30	1323231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
012513	08:06:30	10032	pm.simpleFrRight	blank.simpleFr	2	0	1700	1	0	08:06:30	1324950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
012513	08:06:30	10032	pm.simpleFrRight	pm.simpleFr	2	57	527	0	0	08:06:30	1325497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
012513	08:06:30	10032	pm.simpleFrRight	blank.simpleFr	2	0	2300	1	0	08:06:30	1327816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
012513	08:06:30	10032	pm.simpleFrRight	pm.simpleFr	2	57	480	0	0	08:06:30	1328322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
012513	08:06:30	10032	pm.simpleFrRight	blank.simpleFr	2	0	1900	1	0	08:06:30	1330241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
012513	08:06:30	10032	pm.simpleFrRight	pm.simpleFr	2	57	516	0	0	08:06:30	1330774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
012513	08:06:30	10032	pm.simpleFrRight	blank.simpleFr	2	0	1500	1	0	08:06:30	1332294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
012513	08:06:30	10032	pm.simpleFrRight	pm.simpleFr	2	57	560	0	0	08:06:30	1332880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
012513	08:06:30	10032	pm.simpleFrRight	blank.simpleFr	2	0	2000	1	0	08:06:30	1334893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
