date	time	subject	blockcode	trialcode	values.TaskNumber	response	latency	correct	values.Score	script.starttime	script.elapsedtime	values.ScoreS7	values.Word1	values.Word2	values.Word3	values.Word4	values.Word5	values.Word6	values.Word7	values.Word8	values.DigitSpanFwrd	values.DigitSpanBack	values.ScoreAbs	values.Contour	values.Numbers	values.Hands	values.corsiblockspanFwrd	values.corsiblockspanRev	values.problemnumber	values.subjectattempts	values.targetmoves	values.subjectmoves	expressions.excessmoves	values.movestring	expressions.targetachieved	values.problemscore	values.totalscoreTOL	expressions.firstmovetime	expressions.executiontime	expressions.solutiontime	values.t_choicestart	values.t_choiceend
010713	10:20:51	11111	Language	Language	0	French	949	0	0	10:20:51	1176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:20:51	11111	Session	Session	0	6mo	1982	0	0	10:20:51	3228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:20:51	11111	HandFr	HandFr	0	RightFr	3379	0	0	10:20:51	6667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:20:51	11111	AudioCheckFr	WordsFr	0	0	0	0	0	10:20:51	15182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:20:51	11111	CubeFr	CubeFr	1	1Cube	4619	0	0	10:20:51	21754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:20:51	11111	pm.simpleFrRight	blank.simpleFr	2	0	2400	1	0	10:20:51	26326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:20:51	11111	pm.simpleFrRight	pm.simpleFr	2	57	32556	0	0	10:20:51	58899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:20:51	11111	pm.simpleFrRight	blank.simpleFr	2	0	2200	1	0	10:20:51	61111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:20:51	11111	pm.simpleFrRight	pm.simpleFr	2	57	298	0	0	10:20:51	61431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
010713	10:20:51	11111	pm.simpleFrRight	blank.simpleFr	2	0	2100	1	0	10:20:51	63550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0
